course_id,skill_id,score,matched_by
udemy1_37912,esco_1019,0.6945,embedding
udemy1_30263,esco_277,0.6945,embedding
udemy1_25670,esco_525,0.6945,embedding
udemy1_12986,esco_9,0.6945,embedding
udemy2_1941048,esco_1076,0.6945,embedding
udemy1_12131,esco_923,0.6945,embedding
edx_194,esco_15,0.6945,embedding
udemy2_1130966,esco_978,0.6945,embedding
udemy1_39654,esco_792,0.6945,embedding
udemy1_28972,esco_1949,0.6945,embedding
udemy1_34050,esco_1837,0.6945,embedding
udemy2_561896,esco_1895,0.6945,embedding
udemy1_43072,esco_1955,0.6945,embedding
udemy1_33542,esco_1078,0.6945,embedding
udemy1_6788,esco_604,0.6945,embedding
udemy2_3177026,esco_851,0.6945,embedding
udemy1_9074,esco_909,0.6945,embedding
udemy2_2538600,esco_1963,0.6945,embedding
udemy1_39665,esco_1955,0.6945,embedding
udemy2_1466258,esco_1615,0.6945,embedding
udemy1_4838,esco_1517,0.6945,embedding
udemy1_14362,esco_945,0.6945,embedding
udemy2_2869076,esco_1664,0.6945,embedding
udemy1_16383,esco_175,0.6945,embedding
udemy2_1971066,esco_1164,0.6945,embedding
udemy2_2232910,esco_914,0.6945,embedding
udemy1_6495,esco_111,0.6945,embedding
udemy1_29363,esco_1949,0.6945,embedding
udemy1_14865,esco_663,0.6945,embedding
udemy1_42686,esco_915,0.6945,embedding
udemy1_35224,esco_11,0.6945,embedding
udemy2_749908,esco_1065,0.6945,embedding
udemy2_2209466,esco_1344,0.6945,embedding
udemy1_9253,esco_66,0.6945,embedding
udemy1_2274,esco_1517,0.6945,embedding
udemy2_1031928,esco_1479,0.6945,embedding
udemy1_31375,esco_1375,0.6945,embedding
udemy1_30260,esco_1213,0.6945,embedding
udemy2_3199956,esco_109,0.6945,embedding
udemy1_29124,esco_1949,0.6945,embedding
udemy2_437378,esco_900,0.6945,embedding
udemy2_238828,esco_516,0.6945,embedding
udemy1_38180,esco_175,0.6945,embedding
udemy1_37481,esco_1215,0.6945,embedding
udemy1_31157,esco_1375,0.6945,embedding
udemy1_4400,esco_1274,0.6945,embedding
udemy2_355982,esco_109,0.6945,embedding
udemy1_26489,esco_952,0.6945,embedding
udemy1_30697,esco_1958,0.6945,embedding
udemy1_38556,esco_331,0.6945,embedding
udemy1_9493,esco_1713,0.6945,embedding
udemy1_31768,esco_1958,0.6945,embedding
udemy1_38309,esco_327,0.6945,embedding
udemy2_3442500,esco_366,0.6945,embedding
udemy1_3654,esco_847,0.6945,embedding
udemy1_44108,esco_1588,0.6945,embedding
udemy1_33275,esco_1248,0.6944,embedding
udemy2_2434682,esco_1922,0.6944,embedding
udemy1_33241,esco_1375,0.6944,embedding
udemy1_33812,esco_1887,0.6944,embedding
udemy1_5965,esco_1248,0.6944,embedding
udemy1_41324,esco_623,0.6944,embedding
udemy1_39479,esco_1581,0.6944,embedding
udemy1_41389,esco_989,0.6944,embedding
udemy1_15770,esco_1340,0.6944,embedding
udemy2_2434682,esco_21,0.6944,embedding
udemy2_226026,esco_295,0.6944,embedding
udemy2_1473256,esco_1065,0.6944,embedding
udemy2_2026318,esco_61,0.6944,embedding
udemy2_2713622,esco_1691,0.6944,embedding
udemy2_748408,esco_922,0.6944,embedding
udemy1_35528,esco_485,0.6944,embedding
udemy1_32150,esco_443,0.6944,embedding
udemy2_1015332,esco_1032,0.6944,embedding
udemy1_43367,esco_792,0.6944,embedding
udemy1_32081,esco_1644,0.6944,embedding
udemy2_3279104,esco_295,0.6944,embedding
udemy1_38943,esco_20,0.6944,embedding
udemy1_34858,esco_485,0.6944,embedding
udemy2_1243294,esco_800,0.6944,embedding
udemy1_5267,esco_545,0.6944,embedding
udemy1_42406,esco_1229,0.6944,embedding
udemy1_26802,esco_277,0.6944,embedding
udemy1_19435,esco_1281,0.6944,embedding
udemy2_1248920,esco_875,0.6944,embedding
udemy1_22744,esco_1036,0.6944,embedding
udemy1_30111,esco_1178,0.6944,embedding
udemy1_733,esco_1344,0.6944,embedding
udemy1_42496,esco_813,0.6944,embedding
edx_67,esco_1357,0.6944,embedding
udemy1_34968,esco_623,0.6944,embedding
udemy2_3129042,esco_578,0.6944,embedding
udemy1_15207,esco_1717,0.6944,embedding
udemy1_38580,esco_11,0.6944,embedding
udemy2_769346,esco_516,0.6944,embedding
udemy1_21840,esco_1088,0.6944,embedding
udemy1_36929,esco_867,0.6944,embedding
udemy1_1700,esco_1860,0.6944,embedding
udemy1_42076,esco_1283,0.6944,embedding
udemy2_3121530,esco_1713,0.6944,embedding
udemy1_40418,esco_1005,0.6944,embedding
udemy1_7224,esco_453,0.6944,embedding
udemy1_42555,esco_302,0.6944,embedding
udemy2_3266584,esco_996,0.6944,embedding
udemy1_15069,esco_938,0.6944,embedding
udemy1_41197,esco_1646,0.6944,embedding
udemy2_836248,esco_1019,0.6944,embedding
udemy1_12064,esco_1594,0.6943,embedding
udemy2_877174,esco_1963,0.6943,embedding
udemy1_8616,esco_21,0.6943,embedding
udemy1_21876,esco_1608,0.6943,embedding
udemy1_29120,esco_1798,0.6943,embedding
udemy2_1021482,esco_1664,0.6943,embedding
udemy1_10334,esco_1082,0.6943,embedding
udemy2_2699482,esco_851,0.6943,embedding
udemy1_12022,esco_593,0.6943,embedding
udemy1_36926,esco_1199,0.6943,embedding
udemy2_2638046,esco_366,0.6943,embedding
udemy2_1276082,esco_492,0.6943,embedding
udemy2_2764618,esco_492,0.6943,embedding
udemy1_15292,esco_1340,0.6943,embedding
udemy2_1774776,esco_126,0.6943,embedding
udemy2_439578,esco_282,0.6943,embedding
udemy1_24523,esco_1608,0.6943,embedding
udemy2_2067709,esco_1713,0.6943,embedding
udemy2_1860646,esco_1094,0.6943,embedding
udemy2_3206683,esco_1210,0.6943,embedding
udemy1_44096,esco_533,0.6943,embedding
udemy1_4868,esco_949,0.6943,embedding
udemy1_21291,esco_1229,0.6943,embedding
udemy2_1279138,esco_1922,0.6943,embedding
udemy2_2045274,esco_1304,0.6943,embedding
udemy1_31878,esco_1887,0.6943,embedding
udemy1_9494,esco_244,0.6943,embedding
udemy2_2448426,esco_1065,0.6943,embedding
udemy1_34386,esco_1023,0.6943,embedding
udemy1_39020,esco_107,0.6943,embedding
udemy2_2799370,esco_386,0.6943,embedding
udemy1_9929,esco_1304,0.6943,embedding
udemy1_20762,esco_1910,0.6943,embedding
udemy1_41555,esco_943,0.6943,embedding
udemy1_5409,esco_847,0.6943,embedding
udemy1_35141,esco_1581,0.6943,embedding
udemy2_2688536,esco_362,0.6943,embedding
udemy1_30533,esco_1382,0.6943,embedding
udemy1_12589,esco_663,0.6943,embedding
udemy1_32196,esco_1958,0.6943,embedding
udemy1_2411,esco_224,0.6943,embedding
udemy1_7833,esco_996,0.6943,embedding
udemy1_2766,esco_847,0.6943,embedding
udemy1_25008,esco_1644,0.6943,embedding
udemy1_41408,esco_1608,0.6943,embedding
udemy2_3411148,esco_355,0.6943,embedding
udemy1_40535,esco_623,0.6943,embedding
udemy1_31705,esco_1887,0.6943,embedding
udemy2_2538600,esco_61,0.6943,embedding
udemy2_3436892,esco_176,0.6943,embedding
udemy2_2857692,esco_847,0.6943,embedding
udemy1_25605,esco_1023,0.6943,embedding
udemy1_30596,esco_1149,0.6943,embedding
udemy1_13974,esco_1082,0.6943,embedding
udemy1_39053,esco_915,0.6943,embedding
udemy1_11704,esco_938,0.6943,embedding
udemy2_2639710,esco_1934,0.6943,embedding
udemy2_1007242,esco_692,0.6943,embedding
udemy1_26557,esco_1023,0.6943,embedding
udemy1_31268,esco_1149,0.6943,embedding
udemy2_3358224,esco_472,0.6943,embedding
udemy1_18955,esco_1608,0.6943,embedding
udemy1_15014,esco_608,0.6943,embedding
udemy1_19185,esco_1756,0.6943,embedding
udemy1_38129,esco_107,0.6943,embedding
udemy1_42635,esco_1789,0.6943,embedding
udemy1_36353,esco_479,0.6943,embedding
udemy1_28191,esco_1023,0.6943,embedding
udemy1_34902,esco_9,0.6943,embedding
udemy1_40468,esco_1229,0.6942,embedding
udemy1_4131,esco_233,0.6942,embedding
udemy1_29928,esco_1340,0.6942,embedding
udemy2_1130948,esco_352,0.6942,embedding
udemy1_4631,esco_491,0.6942,embedding
udemy1_15414,esco_923,0.6942,embedding
udemy1_13862,esco_1340,0.6942,embedding
udemy2_3338680,esco_295,0.6942,embedding
udemy1_39489,esco_173,0.6942,embedding
udemy1_2707,esco_1517,0.6942,embedding
udemy1_35847,esco_107,0.6942,embedding
udemy2_463014,esco_1598,0.6942,embedding
udemy2_2318690,esco_1681,0.6942,embedding
udemy2_2415262,esco_1925,0.6942,embedding
udemy1_31100,esco_1857,0.6942,embedding
udemy1_37729,esco_11,0.6942,embedding
udemy2_2553085,esco_730,0.6942,embedding
udemy1_33655,esco_1023,0.6942,embedding
udemy2_3345740,esco_442,0.6942,embedding
udemy1_4771,esco_453,0.6942,embedding
udemy1_19442,esco_120,0.6942,embedding
udemy2_1332346,esco_914,0.6942,embedding
udemy1_41453,esco_1536,0.6942,embedding
udemy1_13527,esco_938,0.6942,embedding
coursera_664,esco_1751,0.6942,embedding
udemy1_38474,esco_1855,0.6942,embedding
udemy2_2563604,esco_1880,0.6942,embedding
udemy1_11847,esco_175,0.6942,embedding
udemy2_1978338,esco_244,0.6942,embedding
udemy2_2196666,esco_836,0.6942,embedding
udemy1_43925,esco_1955,0.6942,embedding
udemy1_28355,esco_1136,0.6942,embedding
udemy1_15711,esco_1658,0.6942,embedding
udemy1_40314,esco_1337,0.6942,embedding
udemy2_2271876,esco_527,0.6942,embedding
udemy1_37196,esco_485,0.6942,embedding
udemy1_37054,esco_492,0.6942,embedding
udemy2_3279104,esco_996,0.6942,embedding
udemy1_18326,esco_9,0.6942,embedding
udemy1_5013,esco_233,0.6942,embedding
udemy1_6442,esco_460,0.6942,embedding
udemy2_2475496,esco_883,0.6942,embedding
udemy2_1075850,esco_1922,0.6942,embedding
udemy2_3142826,esco_1164,0.6942,embedding
udemy1_2232,esco_453,0.6942,embedding
udemy1_21102,esco_632,0.6942,embedding
udemy2_2620588,esco_1149,0.6942,embedding
udemy1_23333,esco_1036,0.6942,embedding
udemy2_3175144,esco_1518,0.6942,embedding
udemy2_1875340,esco_1751,0.6942,embedding
udemy1_14710,esco_270,0.6942,embedding
udemy1_25530,esco_677,0.6942,embedding
udemy1_19548,esco_1229,0.6942,embedding
udemy2_1759934,esco_1913,0.6942,embedding
udemy1_27129,esco_1375,0.6942,embedding
udemy1_1337,esco_364,0.6942,embedding
udemy1_33238,esco_1887,0.6942,embedding
udemy2_2577788,esco_1913,0.6942,embedding
udemy1_7982,esco_366,0.6942,embedding
udemy2_2457900,esco_889,0.6942,embedding
udemy2_3125696,esco_1922,0.6942,embedding
udemy2_2566266,esco_1514,0.6942,embedding
udemy1_26817,esco_480,0.6942,embedding
udemy2_2622948,esco_1818,0.6942,embedding
udemy1_37478,esco_903,0.6941,embedding
udemy1_3690,esco_1843,0.6941,embedding
udemy2_1993278,esco_295,0.6941,embedding
udemy2_2555674,esco_1386,0.6941,embedding
udemy1_11959,esco_770,0.6941,embedding
udemy2_3061680,esco_1923,0.6941,embedding
udemy2_3306476,esco_295,0.6941,embedding
udemy1_645,esco_1922,0.6941,embedding
udemy1_28874,esco_1260,0.6941,embedding
udemy1_34539,esco_1023,0.6941,embedding
udemy1_38196,esco_1921,0.6941,embedding
udemy2_1245124,esco_913,0.6941,embedding
udemy2_3317554,esco_256,0.6941,embedding
udemy1_25373,esco_1887,0.6941,embedding
udemy1_24791,esco_952,0.6941,embedding
udemy1_35224,esco_1194,0.6941,embedding
udemy1_43521,esco_923,0.6941,embedding
udemy1_9085,esco_1627,0.6941,embedding
udemy1_2917,esco_1713,0.6941,embedding
udemy1_35644,esco_252,0.6941,embedding
udemy1_39489,esco_653,0.6941,embedding
udemy1_33722,esco_1023,0.6941,embedding
udemy1_21791,esco_357,0.6941,embedding
udemy1_25355,esco_677,0.6941,embedding
udemy1_27355,esco_641,0.6941,embedding
udemy2_1637524,esco_1181,0.6941,embedding
udemy1_38984,esco_289,0.6941,embedding
udemy2_2017248,esco_21,0.6941,embedding
edx_68,esco_662,0.6941,embedding
udemy1_38119,esco_1955,0.6941,embedding
udemy1_31340,esco_1023,0.6941,embedding
udemy2_2622558,esco_847,0.6941,embedding
udemy1_29153,esco_532,0.6941,embedding
udemy1_36079,esco_1222,0.6941,embedding
udemy2_2918718,esco_730,0.6941,embedding
udemy1_20034,esco_1105,0.6941,embedding
udemy1_44379,esco_492,0.6941,embedding
udemy1_1246,esco_847,0.6941,embedding
udemy1_24725,esco_952,0.6941,embedding
udemy1_34697,esco_1669,0.6941,embedding
udemy2_1529342,esco_1559,0.6941,embedding
edx_538,esco_1664,0.6941,embedding
udemy1_6478,esco_1303,0.6941,embedding
udemy1_41109,esco_1576,0.6941,embedding
udemy2_2744430,esco_1929,0.6941,embedding
udemy1_28739,esco_952,0.6941,embedding
udemy1_25855,esco_952,0.6941,embedding
udemy1_42877,esco_1215,0.6941,embedding
udemy1_42894,esco_1082,0.6941,embedding
udemy1_34865,esco_1133,0.6941,embedding
udemy2_3321838,esco_1713,0.6941,embedding
udemy1_31268,esco_952,0.6941,embedding
udemy1_30909,esco_952,0.6941,embedding
udemy2_2713808,esco_1003,0.6941,embedding
udemy2_2980608,esco_1261,0.6941,embedding
udemy1_2074,esco_491,0.6941,embedding
udemy2_2487372,esco_1300,0.6941,embedding
udemy1_28919,esco_1402,0.6941,embedding
udemy2_2562190,esco_1834,0.6941,embedding
udemy2_1469268,esco_1608,0.6941,embedding
udemy2_337290,esco_190,0.6941,embedding
udemy2_2304006,esco_692,0.6941,embedding
udemy2_3158104,esco_600,0.6941,embedding
udemy1_30917,esco_1023,0.6941,embedding
udemy2_2630326,esco_567,0.694,embedding
udemy1_24782,esco_1023,0.694,embedding
udemy2_1538786,esco_1554,0.694,embedding
udemy1_20314,esco_1229,0.694,embedding
udemy1_2792,esco_1605,0.694,embedding
udemy2_3081656,esco_516,0.694,embedding
udemy1_33144,esco_1958,0.694,embedding
udemy2_2566088,esco_914,0.694,embedding
udemy1_41121,esco_623,0.694,embedding
udemy2_3465888,esco_1344,0.694,embedding
udemy1_24793,esco_1149,0.694,embedding
udemy1_4493,esco_362,0.694,embedding
udemy2_2388696,esco_861,0.694,embedding
udemy2_1896248,esco_1307,0.694,embedding
udemy1_8870,esco_1517,0.694,embedding
udemy2_2953754,esco_516,0.694,embedding
udemy2_2311894,esco_256,0.694,embedding
udemy1_7441,esco_545,0.694,embedding
udemy1_44218,esco_8,0.694,embedding
udemy2_2762816,esco_1455,0.694,embedding
udemy1_34012,esco_1887,0.694,embedding
edx_360,esco_349,0.694,embedding
udemy1_29140,esco_1023,0.694,embedding
udemy2_2783186,esco_492,0.694,embedding
udemy1_41621,esco_881,0.694,embedding
udemy1_5765,esco_922,0.694,embedding
udemy1_26081,esco_738,0.694,embedding
udemy2_1894368,esco_635,0.694,embedding
udemy1_4196,esco_1174,0.694,embedding
udemy2_1296580,esco_914,0.694,embedding
udemy1_5013,esco_1818,0.694,embedding
udemy1_18794,esco_1281,0.694,embedding
udemy2_1238978,esco_1151,0.694,embedding
udemy2_2543487,esco_1065,0.694,embedding
udemy1_31691,esco_1023,0.694,embedding
udemy2_965374,esco_1678,0.694,embedding
udemy1_39706,esco_1216,0.694,embedding
udemy2_2265650,esco_494,0.694,embedding
udemy1_44240,esco_1777,0.694,embedding
udemy1_38018,esco_107,0.694,embedding
udemy1_17496,esco_1658,0.694,embedding
udemy1_19021,esco_120,0.694,embedding
udemy2_2613172,esco_176,0.694,embedding
udemy1_8701,esco_1605,0.694,embedding
udemy2_833028,esco_295,0.694,embedding
udemy1_38876,esco_1658,0.694,embedding
udemy1_8225,esco_604,0.694,embedding
udemy1_24837,esco_277,0.694,embedding
udemy2_2447960,esco_941,0.694,embedding
udemy2_3201892,esco_847,0.6939,embedding
udemy1_39627,esco_1082,0.6939,embedding
udemy1_15923,esco_454,0.6939,embedding
udemy1_20627,esco_1933,0.6939,embedding
udemy2_3375072,esco_109,0.6939,embedding
udemy1_8012,esco_233,0.6939,embedding
udemy2_1935452,esco_1386,0.6939,embedding
udemy2_2974728,esco_1922,0.6939,embedding
udemy1_25077,esco_289,0.6939,embedding
udemy1_39630,esco_1492,0.6939,embedding
udemy2_3243642,esco_1386,0.6939,embedding
udemy1_2758,esco_224,0.6939,embedding
udemy1_25981,esco_1887,0.6939,embedding
udemy2_3201898,esco_1065,0.6939,embedding
udemy1_11529,esco_923,0.6939,embedding
udemy1_29701,esco_1023,0.6939,embedding
udemy1_34155,esco_1765,0.6939,embedding
udemy1_28645,esco_480,0.6939,embedding
udemy2_3240430,esco_1223,0.6939,embedding
udemy2_2692476,esco_875,0.6939,embedding
udemy1_10405,esco_9,0.6939,embedding
udemy1_38837,esco_1385,0.6939,embedding
udemy2_2228272,esco_256,0.6939,embedding
udemy2_3222529,esco_1922,0.6939,embedding
udemy1_28244,esco_1958,0.6939,embedding
udemy2_447244,esco_1664,0.6939,embedding
udemy1_35689,esco_623,0.6939,embedding
udemy1_42516,esco_8,0.6939,embedding
udemy2_1229594,esco_875,0.6939,embedding
udemy1_27631,esco_484,0.6939,embedding
udemy2_2669688,esco_1303,0.6939,embedding
udemy2_2810657,esco_996,0.6939,embedding
udemy2_2703664,esco_256,0.6939,embedding
udemy2_2411878,esco_974,0.6939,embedding
udemy1_36119,esco_252,0.6939,embedding
udemy1_37548,esco_1512,0.6939,embedding
udemy1_40840,esco_791,0.6939,embedding
udemy1_34669,esco_689,0.6939,embedding
udemy1_10784,esco_9,0.6939,embedding
udemy1_38385,esco_915,0.6939,embedding
udemy1_39482,esco_1696,0.6939,embedding
udemy2_2277331,esco_914,0.6939,embedding
udemy2_1642258,esco_362,0.6939,embedding
udemy1_23837,esco_1229,0.6939,embedding
udemy2_2027452,esco_1371,0.6939,embedding
udemy1_9905,esco_1765,0.6939,embedding
udemy1_9175,esco_366,0.6939,embedding
udemy1_15016,esco_1082,0.6939,embedding
udemy1_2580,esco_1922,0.6939,embedding
udemy1_41642,esco_7,0.6939,embedding
udemy2_2082868,esco_978,0.6939,embedding
udemy1_29991,esco_454,0.6939,embedding
udemy1_21286,esco_1804,0.6939,embedding
udemy1_20123,esco_1036,0.6939,embedding
udemy2_2535694,esco_1491,0.6939,embedding
udemy1_40906,esco_1337,0.6939,embedding
udemy2_1288110,esco_996,0.6939,embedding
udemy1_27526,esco_1765,0.6939,embedding
udemy1_448,esco_1303,0.6939,embedding
udemy2_3014498,esco_1309,0.6938,embedding
udemy2_187626,esco_913,0.6938,embedding
udemy2_2739128,esco_494,0.6938,embedding
udemy1_8944,esco_1583,0.6938,embedding
udemy2_1179478,esco_996,0.6938,embedding
udemy1_28874,esco_1391,0.6938,embedding
udemy2_2003336,esco_604,0.6938,embedding
udemy2_1111700,esco_109,0.6938,embedding
udemy1_29868,esco_480,0.6938,embedding
udemy1_9988,esco_9,0.6938,embedding
udemy1_33467,esco_1959,0.6938,embedding
udemy1_40784,esco_479,0.6938,embedding
udemy1_32464,esco_1149,0.6938,embedding
udemy1_3086,esco_604,0.6938,embedding
udemy1_39541,esco_119,0.6938,embedding
udemy2_2570906,esco_1925,0.6938,embedding
udemy1_14353,esco_1583,0.6938,embedding
udemy1_2537,esco_847,0.6938,embedding
udemy2_2107526,esco_1482,0.6938,embedding
udemy2_2521226,esco_295,0.6938,embedding
udemy2_1543990,esco_1065,0.6938,embedding
udemy1_37237,esco_327,0.6938,embedding
udemy1_41832,esco_813,0.6938,embedding
udemy2_2381022,esco_1895,0.6938,embedding
udemy1_35501,esco_9,0.6938,embedding
udemy1_27426,esco_549,0.6938,embedding
udemy2_2045274,esco_922,0.6938,embedding
udemy1_4138,esco_1164,0.6938,embedding
udemy2_1774776,esco_538,0.6938,embedding
udemy2_2765040,esco_1210,0.6938,embedding
udemy2_1626178,esco_61,0.6938,embedding
udemy2_2799810,esco_21,0.6938,embedding
udemy2_2546581,esco_438,0.6938,embedding
udemy2_1874332,esco_494,0.6938,embedding
udemy1_6362,esco_491,0.6938,embedding
udemy1_28030,esco_1023,0.6938,embedding
udemy2_1276082,esco_1583,0.6938,embedding
udemy2_1125404,esco_1381,0.6938,embedding
udemy1_6795,esco_471,0.6938,embedding
udemy1_38980,esco_1427,0.6938,embedding
udemy1_36803,esco_915,0.6938,embedding
udemy1_28424,esco_193,0.6938,embedding
udemy1_21417,esco_1088,0.6938,embedding
udemy2_1939524,esco_295,0.6938,embedding
udemy2_2908060,esco_1598,0.6938,embedding
udemy1_14194,esco_1695,0.6938,embedding
udemy2_2026318,esco_244,0.6938,embedding
udemy1_27086,esco_443,0.6938,embedding
udemy1_6975,esco_847,0.6938,embedding
udemy2_2228272,esco_861,0.6938,embedding
udemy1_13935,esco_593,0.6938,embedding
udemy2_2388720,esco_996,0.6938,embedding
udemy1_25367,esco_952,0.6938,embedding
udemy1_10733,esco_1082,0.6938,embedding
udemy1_8287,esco_224,0.6938,embedding
udemy1_40640,esco_792,0.6938,embedding
coursera_369,esco_542,0.6938,embedding
udemy1_9906,esco_1065,0.6938,embedding
udemy1_7927,esco_1713,0.6938,embedding
udemy1_12296,esco_9,0.6938,embedding
udemy2_1348836,esco_1164,0.6938,embedding
udemy1_34673,esco_366,0.6938,embedding
udemy1_18412,esco_923,0.6938,embedding
udemy1_8727,esco_1217,0.6938,embedding
udemy2_3350870,esco_1261,0.6938,embedding
udemy2_2828304,esco_861,0.6938,embedding
udemy2_2508692,esco_1266,0.6938,embedding
udemy2_957590,esco_664,0.6938,embedding
udemy2_1854664,esco_945,0.6937,embedding
udemy2_354416,esco_414,0.6937,embedding
udemy2_1573384,esco_1646,0.6937,embedding
udemy2_2706862,esco_396,0.6937,embedding
udemy2_2939176,esco_757,0.6937,embedding
udemy1_31665,esco_381,0.6937,embedding
udemy1_11844,esco_1717,0.6937,embedding
udemy1_23044,esco_1229,0.6937,embedding
udemy2_2851818,esco_491,0.6937,embedding
udemy1_27816,esco_1391,0.6937,embedding
udemy1_30697,esco_1023,0.6937,embedding
udemy2_1525190,esco_1003,0.6937,embedding
udemy1_27080,esco_1172,0.6937,embedding
udemy1_25743,esco_1375,0.6937,embedding
udemy2_2926710,esco_1664,0.6937,embedding
udemy2_683800,esco_757,0.6937,embedding
udemy2_2136808,esco_1880,0.6937,embedding
udemy1_31467,esco_1331,0.6937,embedding
udemy1_32794,esco_1399,0.6937,embedding
udemy1_29673,esco_1887,0.6937,embedding
udemy1_613,esco_922,0.6937,embedding
udemy2_1805112,esco_1598,0.6937,embedding
udemy2_332928,esco_1751,0.6937,embedding
udemy2_2495888,esco_1878,0.6937,embedding
udemy1_34771,esco_383,0.6937,embedding
udemy1_34346,esco_482,0.6937,embedding
udemy1_7498,esco_1517,0.6937,embedding
udemy2_3410006,esco_510,0.6937,embedding
udemy2_1512862,esco_970,0.6937,embedding
udemy1_44507,esco_686,0.6937,embedding
udemy2_1919222,esco_1646,0.6937,embedding
udemy2_3217053,esco_224,0.6937,embedding
udemy2_2555029,esco_996,0.6937,embedding
udemy1_6806,esco_851,0.6937,embedding
udemy1_31782,esco_1476,0.6937,embedding
udemy1_25766,esco_717,0.6937,embedding
udemy1_13717,esco_1282,0.6937,embedding
udemy1_9739,esco_1303,0.6937,embedding
udemy1_4727,esco_847,0.6937,embedding
udemy2_1648394,esco_847,0.6937,embedding
udemy1_37249,esco_586,0.6937,embedding
udemy1_801,esco_1517,0.6937,embedding
udemy1_6960,esco_224,0.6937,embedding
udemy1_2871,esco_1922,0.6937,embedding
udemy2_1585540,esco_21,0.6937,embedding
udemy2_2806565,esco_1499,0.6937,embedding
coursera_91,esco_1753,0.6937,embedding
udemy1_28018,esco_1292,0.6937,embedding
udemy1_22169,esco_359,0.6937,embedding
udemy2_1434968,esco_692,0.6937,embedding
coursera_351,esco_1789,0.6937,embedding
udemy1_31705,esco_1023,0.6937,embedding
udemy1_28309,esco_1765,0.6937,embedding
udemy1_27734,esco_1136,0.6937,embedding
udemy1_28305,esco_1149,0.6936,embedding
udemy1_8741,esco_295,0.6936,embedding
udemy1_36002,esco_1395,0.6936,embedding
udemy1_15760,esco_1082,0.6936,embedding
udemy1_31148,esco_1402,0.6936,embedding
udemy1_10786,esco_938,0.6936,embedding
udemy2_1505412,esco_546,0.6936,embedding
udemy1_28498,esco_277,0.6936,embedding
udemy2_1512684,esco_21,0.6936,embedding
udemy2_1512684,esco_1210,0.6936,embedding
udemy1_35616,esco_716,0.6936,embedding
udemy1_17885,esco_1583,0.6936,embedding
udemy2_2541620,esco_671,0.6936,embedding
udemy2_2559162,esco_1104,0.6936,embedding
udemy1_3809,esco_111,0.6936,embedding
udemy1_5224,esco_604,0.6936,embedding
udemy2_1105404,esco_1897,0.6936,embedding
udemy2_2464836,esco_295,0.6936,embedding
udemy2_2580126,esco_914,0.6936,embedding
udemy2_2353944,esco_1479,0.6936,embedding
udemy2_3210881,esco_1261,0.6936,embedding
udemy1_5273,esco_617,0.6936,embedding
udemy1_24246,esco_1036,0.6936,embedding
udemy2_1451264,esco_900,0.6936,embedding
udemy2_2511848,esco_414,0.6936,embedding
udemy1_32292,esco_1023,0.6936,embedding
udemy1_27252,esco_1949,0.6936,embedding
udemy2_1573384,esco_1386,0.6936,embedding
udemy1_10199,esco_923,0.6936,embedding
udemy2_1288110,esco_1386,0.6936,embedding
udemy2_1302074,esco_1065,0.6936,embedding
udemy1_5706,esco_634,0.6936,embedding
udemy1_37729,esco_792,0.6936,embedding
udemy1_11952,esco_175,0.6936,embedding
udemy1_41623,esco_1751,0.6936,embedding
udemy1_39820,esco_1107,0.6936,embedding
udemy1_30786,esco_1923,0.6936,embedding
udemy2_1525604,esco_671,0.6936,embedding
udemy1_22380,esco_1088,0.6936,embedding
udemy1_30842,esco_1023,0.6936,embedding
udemy2_2497526,esco_1880,0.6936,embedding
udemy1_37843,esco_1341,0.6936,embedding
udemy1_28180,esco_1779,0.6936,embedding
udemy1_1343,esco_851,0.6936,embedding
udemy1_41153,esco_998,0.6936,embedding
udemy1_14551,esco_1282,0.6936,embedding
udemy1_41121,esco_989,0.6936,embedding
udemy1_10264,esco_9,0.6936,embedding
edx_587,esco_1504,0.6936,embedding
udemy1_24172,esco_1229,0.6936,embedding
udemy1_28968,esco_1178,0.6936,embedding
udemy2_1639290,esco_914,0.6936,embedding
udemy2_2048189,esco_1386,0.6936,embedding
udemy1_38456,esco_1089,0.6936,embedding
udemy1_43816,esco_9,0.6936,embedding
udemy1_34412,esco_1768,0.6936,embedding
udemy2_1548018,esco_561,0.6936,embedding
udemy1_35807,esco_64,0.6936,embedding
udemy2_1957444,esco_1217,0.6936,embedding
udemy2_2631256,esco_783,0.6935,embedding
udemy1_8349,esco_1248,0.6935,embedding
udemy2_2981662,esco_861,0.6935,embedding
udemy2_1256694,esco_1261,0.6935,embedding
udemy1_9485,esco_847,0.6935,embedding
edx_404,esco_309,0.6935,embedding
udemy2_3177300,esco_1728,0.6935,embedding
udemy1_34839,esco_405,0.6935,embedding
udemy1_27483,esco_1402,0.6935,embedding
udemy2_3212023,esco_20,0.6935,embedding
udemy1_1463,esco_1463,0.6935,embedding
udemy1_19660,esco_1088,0.6935,embedding
udemy1_21491,esco_120,0.6935,embedding
udemy1_6703,esco_1765,0.6935,embedding
udemy2_3290338,esco_61,0.6935,embedding
udemy2_507064,esco_1412,0.6935,embedding
udemy2_1162138,esco_1518,0.6935,embedding
udemy2_477004,esco_1605,0.6935,embedding
udemy1_41375,esco_605,0.6935,embedding
udemy1_40931,esco_597,0.6935,embedding
udemy1_28320,esco_1399,0.6935,embedding
udemy1_13796,esco_945,0.6935,embedding
udemy1_37548,esco_915,0.6935,embedding
