esco_skill_id,esco_skill_label,onet_element_id,onet_element_name,onet_element_type,similarity,rank,confident
esco_324,provide technical documentation,2.B.5.c,Management of Material Resources,skill,0.4589228928089142,2,True
esco_324,provide technical documentation,2.C.1.f,Personnel and Human Resources,knowledge,0.4458886981010437,3,False
esco_325,nuclear medicine,2.C.5.a,Medicine and Dentistry,knowledge,0.31433433294296265,1,False
esco_325,nuclear medicine,2.C.5.b,Therapy and Counseling,knowledge,0.26063424348831177,2,False
esco_325,nuclear medicine,2.A.1.f,Science,skill,0.1887027621269226,3,False
esco_326,manage storage operations,2.B.5.d,Management of Personnel Resources,skill,0.44597306847572327,1,False
esco_326,manage storage operations,2.B.5.c,Management of Material Resources,skill,0.43442097306251526,2,False
esco_326,manage storage operations,2.C.1.a,Administration and Management,knowledge,0.420741468667984,3,False
esco_327,plan engineering activities,2.C.1.a,Administration and Management,knowledge,0.5365338325500488,1,True
esco_327,plan engineering activities,2.B.5.d,Management of Personnel Resources,skill,0.5283051133155823,2,True
esco_327,plan engineering activities,2.B.2.i,Complex Problem Solving,skill,0.5054850578308105,3,True
esco_328,performance diagnosis,2.A.2.d,Monitoring,skill,0.45208287239074707,1,True
esco_328,performance diagnosis,2.C.4.e,Psychology,knowledge,0.4087156057357788,2,False
esco_328,performance diagnosis,2.C.5.b,Therapy and Counseling,knowledge,0.3732852041721344,3,False
esco_329,behavioural science,2.C.4.e,Psychology,knowledge,0.4944239556789398,1,True
esco_329,behavioural science,2.C.4.f,Sociology and Anthropology,knowledge,0.46601974964141846,2,True
esco_329,behavioural science,2.B.1.a,Social Perceptiveness,skill,0.46096691489219666,3,True
esco_330,attend to detail in preparation for audits,2.B.5.a,Time Management,skill,0.4770241379737854,1,True
esco_330,attend to detail in preparation for audits,2.A.2.d,Monitoring,skill,0.46942177414894104,2,True
esco_330,attend to detail in preparation for audits,2.B.5.d,Management of Personnel Resources,skill,0.44385913014411926,3,False
esco_331,imprint visionary aspirations into the business management,2.C.1.a,Administration and Management,knowledge,0.4543176591396332,1,True
esco_331,imprint visionary aspirations into the business management,2.B.5.d,Management of Personnel Resources,skill,0.4340956211090088,2,False
esco_331,imprint visionary aspirations into the business management,2.B.1.f,Service Orientation,skill,0.3757030963897705,3,False
esco_332,Adobe Illustrator,2.B.3.e,Programming,skill,0.3974733054637909,1,False
esco_332,Adobe Illustrator,2.B.3.b,Technology Design,skill,0.3918670415878296,2,False
esco_332,Adobe Illustrator,2.C.3.a,Computers and Electronics,knowledge,0.34730270504951477,3,False
esco_333,spatial planning,2.C.3.c,Design,knowledge,0.43338456749916077,1,False
esco_333,spatial planning,2.B.3.a,Operations Analysis,skill,0.3943508267402649,2,False
esco_333,spatial planning,2.C.3.d,Building and Construction,knowledge,0.3924509286880493,3,False
esco_334,restorative justice,2.B.1.d,Negotiation,skill,0.37588685750961304,1,False
esco_334,restorative justice,2.C.8.b,Law and Government,knowledge,0.33243656158447266,2,False
esco_334,restorative justice,2.B.4.e,Judgment and Decision Making,skill,0.3224197030067444,3,False
esco_335,medical terminology,2.C.5.a,Medicine and Dentistry,knowledge,0.4988514482975006,1,True
esco_335,medical terminology,2.C.5.b,Therapy and Counseling,knowledge,0.37068963050842285,2,False
esco_335,medical terminology,1.A.3.c.4,Gross Body Equilibrium,ability,0.3443588614463806,3,False
esco_336,drive in urban areas,2.B.3.j,Equipment Maintenance,skill,0.5137954950332642,1,True
esco_336,drive in urban areas,2.B.3.c,Equipment Selection,skill,0.4927269220352173,2,True
esco_336,drive in urban areas,2.C.3.e,Mechanical,knowledge,0.4104090929031372,3,False
esco_337,liaise with local authorities,2.A.1.d,Speaking,skill,0.3728095293045044,1,False
esco_337,liaise with local authorities,2.B.1.d,Negotiation,skill,0.3685334622859955,2,False
esco_337,liaise with local authorities,2.C.8.b,Law and Government,knowledge,0.36418837308883667,3,False
esco_338,manage corrective actions,2.B.1.b,Coordination,skill,0.5231722593307495,1,True
esco_338,manage corrective actions,2.B.2.i,Complex Problem Solving,skill,0.48856016993522644,2,True
esco_338,manage corrective actions,2.B.5.d,Management of Personnel Resources,skill,0.479727178812027,3,True
esco_339,provide mentorship,2.B.1.e,Instructing,skill,0.5651531219482422,1,True
esco_339,provide mentorship,2.B.1.f,Service Orientation,skill,0.5105082988739014,2,True
esco_339,provide mentorship,2.C.5.b,Therapy and Counseling,knowledge,0.5008178949356079,3,True
esco_340,operate diesel propulsion plants,2.B.3.j,Equipment Maintenance,skill,0.46147096157073975,1,True
esco_340,operate diesel propulsion plants,2.B.3.h,Operation and Control,skill,0.4430357813835144,2,False
esco_340,operate diesel propulsion plants,2.B.3.g,Operations Monitoring,skill,0.39724862575531006,3,False
esco_341,work within communities,2.B.5.d,Management of Personnel Resources,skill,0.5261781215667725,1,True
esco_341,work within communities,2.C.1.a,Administration and Management,knowledge,0.45256972312927246,2,True
esco_341,work within communities,2.C.1.f,Personnel and Human Resources,knowledge,0.4249042272567749,3,False
esco_342,operate forklift,2.B.3.j,Equipment Maintenance,skill,0.4976613223552704,1,True
esco_342,operate forklift,2.B.3.c,Equipment Selection,skill,0.4661046862602234,2,True
esco_342,operate forklift,2.B.3.h,Operation and Control,skill,0.4305482804775238,3,False
esco_343,build community relations,2.B.1.d,Negotiation,skill,0.5141048431396484,1,True
esco_343,build community relations,2.B.1.f,Service Orientation,skill,0.44967880845069885,2,False
esco_343,build community relations,2.A.1.d,Speaking,skill,0.3959607779979706,3,False
esco_344,logic,1.A.1.b.4,Deductive Reasoning,ability,0.48328712582588196,1,True
esco_344,logic,2.A.1.e,Mathematics,skill,0.43810105323791504,2,False
esco_344,logic,1.A.1.c.1,Mathematical Reasoning,ability,0.4372604489326477,3,False
esco_345,lactation,2.C.2.b,Food Production,knowledge,0.20811468362808228,1,False
esco_345,lactation,2.C.2.a,Production and Processing,knowledge,0.1741660237312317,2,False
esco_345,lactation,2.C.5.a,Medicine and Dentistry,knowledge,0.15922501683235168,3,False
esco_346,analyse energy consumption,2.B.5.a,Time Management,skill,0.3138934373855591,1,False
esco_346,analyse energy consumption,2.B.4.g,Systems Analysis,skill,0.30349981784820557,2,False
esco_346,analyse energy consumption,2.B.3.c,Equipment Selection,skill,0.30161505937576294,3,False
esco_347,habitat restoration,2.A.1.f,Science,skill,0.27495408058166504,1,False
esco_347,habitat restoration,2.B.3.l,Repairing,skill,0.2399429976940155,2,False
esco_347,habitat restoration,2.B.4.g,Systems Analysis,skill,0.23913942277431488,3,False
esco_348,develop procurement strategy,2.C.1.a,Administration and Management,knowledge,0.5300958752632141,1,True
esco_348,develop procurement strategy,2.B.5.d,Management of Personnel Resources,skill,0.5296664834022522,2,True
esco_348,develop procurement strategy,2.B.5.b,Management of Financial Resources,skill,0.45314714312553406,3,True
esco_349,teach business principles,2.B.1.e,Instructing,skill,0.48843568563461304,1,True
esco_349,teach business principles,2.C.1.a,Administration and Management,knowledge,0.48730194568634033,2,True
esco_349,teach business principles,2.C.6,Education and Training,knowledge,0.4672706425189972,3,True
esco_350,join metals,2.C.3.d,Building and Construction,knowledge,0.2855418622493744,1,False
esco_350,join metals,2.C.3.c,Design,knowledge,0.26081687211990356,2,False
esco_350,join metals,2.B.3.l,Repairing,skill,0.2561321258544922,3,False
esco_351,manage database,2.C.1.b,Administrative,knowledge,0.33742454648017883,1,False
esco_351,manage database,2.B.5.d,Management of Personnel Resources,skill,0.33626872301101685,2,False
esco_351,manage database,1.A.1.b.7,Category Flexibility,ability,0.31971365213394165,3,False
esco_352,manage system security,2.C.8.a,Public Safety and Security,knowledge,0.39525681734085083,1,False
esco_352,manage system security,2.B.3.k,Troubleshooting,skill,0.3808128833770752,2,False
esco_352,manage system security,2.C.3.a,Computers and Electronics,knowledge,0.3521825671195984,3,False
esco_353,operate marine machinery systems,2.B.3.h,Operation and Control,skill,0.5234319567680359,1,True
esco_353,operate marine machinery systems,2.B.3.j,Equipment Maintenance,skill,0.5171657204627991,2,True
esco_353,operate marine machinery systems,2.B.3.g,Operations Monitoring,skill,0.4804235100746155,3,True
esco_354,maintain water treatment equipment,2.B.3.j,Equipment Maintenance,skill,0.6205583214759827,1,True
esco_354,maintain water treatment equipment,2.B.3.h,Operation and Control,skill,0.4646557569503784,2,True
esco_354,maintain water treatment equipment,2.B.3.g,Operations Monitoring,skill,0.46042686700820923,3,True
esco_355,use media software,2.B.3.e,Programming,skill,0.3271681070327759,1,False
esco_355,use media software,2.C.3.a,Computers and Electronics,knowledge,0.3226279616355896,2,False
esco_355,use media software,2.C.9.b,Communications and Media,knowledge,0.3069489598274231,3,False
esco_356,drive vehicles,2.B.3.j,Equipment Maintenance,skill,0.5441295504570007,1,True
esco_356,drive vehicles,2.B.3.h,Operation and Control,skill,0.49469295144081116,2,True
esco_356,drive vehicles,2.C.3.e,Mechanical,knowledge,0.482545405626297,3,True
esco_357,monitor financial accounts,2.C.1.c,Economics and Accounting,knowledge,0.5127055644989014,1,True
esco_357,monitor financial accounts,2.B.5.b,Management of Financial Resources,skill,0.4807259142398834,2,True
esco_357,monitor financial accounts,2.A.2.d,Monitoring,skill,0.42347002029418945,3,False
esco_358,electrical equipment regulations,2.B.3.j,Equipment Maintenance,skill,0.4486101269721985,1,False
esco_358,electrical equipment regulations,2.B.3.d,Installation,skill,0.445770263671875,2,False
esco_358,electrical equipment regulations,2.C.3.a,Computers and Electronics,knowledge,0.3752351999282837,3,False
esco_359,handle external financing,2.B.5.b,Management of Financial Resources,skill,0.5513890981674194,1,True
esco_359,handle external financing,2.B.5.d,Management of Personnel Resources,skill,0.4717012643814087,2,True
esco_359,handle external financing,2.C.1.a,Administration and Management,knowledge,0.4436910152435303,3,False
esco_360,history,2.C.7.d,History and Archeology,knowledge,0.5337066650390625,1,True
esco_360,history,2.C.4.f,Sociology and Anthropology,knowledge,0.37351536750793457,2,False
esco_360,history,2.C.7.c,Fine Arts,knowledge,0.2962549030780792,3,False
esco_361,maintaining a positive attitude,2.B.1.f,Service Orientation,skill,0.39851808547973633,1,False
esco_361,maintaining a positive attitude,2.B.1.d,Negotiation,skill,0.3169875144958496,2,False
esco_361,maintaining a positive attitude,2.B.5.a,Time Management,skill,0.29923808574676514,3,False
esco_362,operate open source software,2.B.3.e,Programming,skill,0.47618573904037476,1,True
esco_362,operate open source software,2.C.3.a,Computers and Electronics,knowledge,0.3467044532299042,2,False
esco_362,operate open source software,2.B.3.d,Installation,skill,0.3319185972213745,3,False
esco_363,social mediation,2.B.1.d,Negotiation,skill,0.5384894609451294,1,True
esco_363,social mediation,2.B.1.c,Persuasion,skill,0.4085788428783417,2,False
esco_363,social mediation,2.C.4.f,Sociology and Anthropology,knowledge,0.4019223749637604,3,False
esco_364,use software design patterns,2.B.3.a,Operations Analysis,skill,0.44537392258644104,1,False
esco_364,use software design patterns,2.B.3.b,Technology Design,skill,0.42233821749687195,2,False
esco_364,use software design patterns,2.B.3.e,Programming,skill,0.4048148989677429,3,False
esco_365,collect mapping data,2.B.2.i,Complex Problem Solving,skill,0.336132287979126,1,False
esco_365,collect mapping data,2.C.3.d,Building and Construction,knowledge,0.32105541229248047,2,False
esco_365,collect mapping data,2.C.4.a,Mathematics,knowledge,0.3191361427307129,3,False
esco_366,perform data analysis,2.B.3.e,Programming,skill,0.5074580311775208,1,True
esco_366,perform data analysis,2.C.3.a,Computers and Electronics,knowledge,0.42554759979248047,2,False
esco_366,perform data analysis,2.B.3.a,Operations Analysis,skill,0.41008344292640686,3,False
esco_367,electromechanics,2.C.3.e,Mechanical,knowledge,0.3648538291454315,1,False
esco_367,electromechanics,2.B.3.d,Installation,skill,0.3209992051124573,2,False
esco_367,electromechanics,2.B.3.j,Equipment Maintenance,skill,0.31582456827163696,3,False
esco_368,government policy implementation,2.C.8.b,Law and Government,knowledge,0.38068950176239014,1,False
esco_368,government policy implementation,2.C.8.a,Public Safety and Security,knowledge,0.37068814039230347,2,False
esco_368,government policy implementation,2.C.4.f,Sociology and Anthropology,knowledge,0.31450462341308594,3,False
esco_369,execute safety assurance exercises,2.C.8.a,Public Safety and Security,knowledge,0.4213676452636719,1,False
esco_369,execute safety assurance exercises,2.B.3.j,Equipment Maintenance,skill,0.3784894347190857,2,False
esco_369,execute safety assurance exercises,2.B.3.a,Operations Analysis,skill,0.37011274695396423,3,False
esco_370,visit suppliers,2.C.2.a,Production and Processing,knowledge,0.4175838530063629,1,False
esco_370,visit suppliers,2.B.3.c,Equipment Selection,skill,0.3447197675704956,2,False
esco_370,visit suppliers,2.B.5.c,Management of Material Resources,skill,0.33602970838546753,3,False
esco_371,design process,2.C.3.c,Design,knowledge,0.5144810676574707,1,True
esco_371,design process,2.B.3.a,Operations Analysis,skill,0.5078129768371582,2,True
esco_371,design process,2.B.2.i,Complex Problem Solving,skill,0.3980344533920288,3,False
esco_372,summarise stories,2.A.1.c,Writing,skill,0.47031792998313904,1,True
esco_372,summarise stories,2.A.1.d,Speaking,skill,0.45553305745124817,2,True
esco_372,summarise stories,2.B.1.d,Negotiation,skill,0.4508717656135559,3,True
esco_373,plan future capacity requirements,2.B.5.d,Management of Personnel Resources,skill,0.5347016453742981,1,True
esco_373,plan future capacity requirements,2.C.1.a,Administration and Management,knowledge,0.4993690252304077,2,True
esco_373,plan future capacity requirements,2.B.5.b,Management of Financial Resources,skill,0.4910838007926941,3,True
esco_374,carry out training in environmental matters,2.C.6,Education and Training,knowledge,0.5207609534263611,1,True
esco_374,carry out training in environmental matters,2.B.1.f,Service Orientation,skill,0.44213226437568665,2,False
esco_374,carry out training in environmental matters,2.B.5.d,Management of Personnel Resources,skill,0.4121313691139221,3,False
esco_375,provide test results to medical staff,2.C.5.a,Medicine and Dentistry,knowledge,0.38121742010116577,1,False
esco_375,provide test results to medical staff,2.B.5.d,Management of Personnel Resources,skill,0.3771476745605469,2,False
esco_375,provide test results to medical staff,2.C.4.e,Psychology,knowledge,0.35516268014907837,3,False
esco_376,investigate occupational injuries,2.C.5.a,Medicine and Dentistry,knowledge,0.4776693284511566,1,True
esco_376,investigate occupational injuries,2.C.5.b,Therapy and Counseling,knowledge,0.4239475727081299,2,False
esco_376,investigate occupational injuries,2.B.3.j,Equipment Maintenance,skill,0.4102620482444763,3,False
esco_377,monitor sociological trends,2.C.4.f,Sociology and Anthropology,knowledge,0.4829254746437073,1,True
esco_377,monitor sociological trends,2.B.1.f,Service Orientation,skill,0.4235225021839142,2,False
esco_377,monitor sociological trends,2.C.4.e,Psychology,knowledge,0.39818644523620605,3,False
esco_378,building and developing teams,2.B.5.d,Management of Personnel Resources,skill,0.5799770355224609,1,True
esco_378,building and developing teams,2.C.6,Education and Training,knowledge,0.4593009948730469,2,True
esco_378,building and developing teams,2.B.1.e,Instructing,skill,0.4331135153770447,3,False
esco_379,operations management,2.B.3.a,Operations Analysis,skill,0.6057644486427307,1,True
esco_379,operations management,2.B.3.h,Operation and Control,skill,0.5713001489639282,2,True
esco_379,operations management,2.C.1.a,Administration and Management,knowledge,0.5638666152954102,3,True
esco_380,take blood samples,2.B.3.c,Equipment Selection,skill,0.27926215529441833,1,False
esco_380,take blood samples,2.B.3.j,Equipment Maintenance,skill,0.24203646183013916,2,False
esco_380,take blood samples,2.B.3.g,Operations Monitoring,skill,0.23628652095794678,3,False
esco_381,translate requirements into visual design,2.B.3.a,Operations Analysis,skill,0.5579153895378113,1,True
esco_381,translate requirements into visual design,2.C.3.c,Design,knowledge,0.48590975999832153,2,True
esco_381,translate requirements into visual design,2.B.3.b,Technology Design,skill,0.47859787940979004,3,True
esco_382,adhere to OHSAS 18001,2.C.5.b,Therapy and Counseling,knowledge,0.4224078953266144,1,False
esco_382,adhere to OHSAS 18001,2.B.1.f,Service Orientation,skill,0.42210134863853455,2,False
esco_382,adhere to OHSAS 18001,2.C.5.a,Medicine and Dentistry,knowledge,0.37223613262176514,3,False
esco_383,implement short term objectives,2.B.3.a,Operations Analysis,skill,0.4988180994987488,1,True
esco_383,implement short term objectives,2.B.5.b,Management of Financial Resources,skill,0.49119865894317627,2,True
esco_383,implement short term objectives,2.A.2.c,Learning Strategies,skill,0.48445194959640503,3,True
esco_384,establish data processes,2.B.3.e,Programming,skill,0.49667495489120483,1,True
esco_384,establish data processes,2.B.3.k,Troubleshooting,skill,0.46083560585975647,2,True
esco_384,establish data processes,2.B.3.g,Operations Monitoring,skill,0.45345401763916016,3,True
esco_385,perform water analysis,2.A.1.f,Science,skill,0.4056563675403595,1,False
esco_385,perform water analysis,2.B.2.i,Complex Problem Solving,skill,0.4016677141189575,2,False
esco_385,perform water analysis,2.B.4.g,Systems Analysis,skill,0.40033432841300964,3,False
esco_386,evaluate project plans,2.B.2.i,Complex Problem Solving,skill,0.5057932734489441,1,True
esco_386,evaluate project plans,2.B.3.a,Operations Analysis,skill,0.44049501419067383,2,False
esco_386,evaluate project plans,2.B.5.b,Management of Financial Resources,skill,0.4350659251213074,3,False
esco_387,ICT network security risks,2.C.8.a,Public Safety and Security,knowledge,0.36675745248794556,1,False
esco_387,ICT network security risks,2.C.9.a,Telecommunications,knowledge,0.28798699378967285,2,False
esco_387,ICT network security risks,2.B.3.k,Troubleshooting,skill,0.2818607687950134,3,False
esco_388,speak different languages,2.A.1.d,Speaking,skill,0.5443139672279358,1,True
esco_388,speak different languages,2.C.7.b,Foreign Language,knowledge,0.4241689145565033,2,False
esco_388,speak different languages,1.A.1.a.3,Oral Expression,ability,0.4214496910572052,3,False
esco_389,cartography,2.C.3.d,Building and Construction,knowledge,0.46110403537750244,1,True
esco_389,cartography,2.C.3.c,Design,knowledge,0.40097716450691223,2,False
esco_389,cartography,2.B.3.c,Equipment Selection,skill,0.33929210901260376,3,False
esco_390,organise press conferences,2.B.5.d,Management of Personnel Resources,skill,0.502890408039093,1,True
esco_390,organise press conferences,2.C.1.a,Administration and Management,knowledge,0.4692849814891815,2,True
esco_390,organise press conferences,2.A.1.d,Speaking,skill,0.4586798846721649,3,True
esco_391,obstetric ultrasonography,2.B.3.g,Operations Monitoring,skill,0.21685747802257538,1,False
esco_391,obstetric ultrasonography,2.C.5.a,Medicine and Dentistry,knowledge,0.16443154215812683,2,False
esco_391,obstetric ultrasonography,2.B.3.m,Quality Control Analysis,skill,0.15921689569950104,3,False
esco_392,electric motors,2.C.3.e,Mechanical,knowledge,0.25140392780303955,1,False
esco_392,electric motors,2.B.3.c,Equipment Selection,skill,0.20468388497829437,2,False
esco_392,electric motors,2.B.3.d,Installation,skill,0.19857487082481384,3,False
esco_393,work in crises areas,2.B.1.d,Negotiation,skill,0.44236135482788086,1,False
esco_393,work in crises areas,2.B.5.d,Management of Personnel Resources,skill,0.42402541637420654,2,False
esco_393,work in crises areas,2.B.2.i,Complex Problem Solving,skill,0.3969556987285614,3,False
esco_394,youth work principles,2.B.1.f,Service Orientation,skill,0.4132084846496582,1,False
esco_394,youth work principles,2.B.5.d,Management of Personnel Resources,skill,0.35660991072654724,2,False
esco_394,youth work principles,2.C.4.f,Sociology and Anthropology,knowledge,0.33771994709968567,3,False
esco_395,orthopaedics,2.C.5.a,Medicine and Dentistry,knowledge,0.4751673936843872,1,True
esco_395,orthopaedics,2.C.5.b,Therapy and Counseling,knowledge,0.36028915643692017,2,False
esco_395,orthopaedics,2.B.1.f,Service Orientation,skill,0.2707091271877289,3,False
esco_396,Octopus Deploy,2.B.3.h,Operation and Control,skill,0.32068517804145813,1,False
esco_396,Octopus Deploy,2.B.3.a,Operations Analysis,skill,0.27369818091392517,2,False
esco_396,Octopus Deploy,2.C.9.a,Telecommunications,knowledge,0.27009910345077515,3,False
esco_397,hear legal arguments,2.B.1.d,Negotiation,skill,0.5062135457992554,1,True
esco_397,hear legal arguments,2.C.8.b,Law and Government,knowledge,0.5009008646011353,2,True
esco_397,hear legal arguments,2.A.1.d,Speaking,skill,0.3878867030143738,3,False
esco_398,advise on family planning,2.A.1.d,Speaking,skill,0.2982414960861206,1,False
esco_398,advise on family planning,2.B.5.a,Time Management,skill,0.29703548550605774,2,False
esco_398,advise on family planning,2.B.1.d,Negotiation,skill,0.2954244613647461,3,False
esco_399,brief court officials,2.C.8.b,Law and Government,knowledge,0.5485061407089233,1,True
esco_399,brief court officials,2.A.1.d,Speaking,skill,0.4398978352546692,2,False
esco_399,brief court officials,2.A.1.b,Active Listening,skill,0.391901433467865,3,False
esco_400,transportation sector policies,2.C.10,Transportation,knowledge,0.46086040139198303,1,True
esco_400,transportation sector policies,2.C.8.a,Public Safety and Security,knowledge,0.3651006817817688,2,False
esco_400,transportation sector policies,2.B.1.f,Service Orientation,skill,0.32766491174697876,3,False
esco_401,writing and composing,2.A.1.c,Writing,skill,0.647494912147522,1,True
esco_401,writing and composing,2.B.3.e,Programming,skill,0.49546313285827637,2,True
esco_401,writing and composing,1.A.1.a.2,Written Comprehension,ability,0.4744952321052551,3,True
esco_402,innovation processes,1.A.1.b.2,Originality,ability,0.43324679136276245,1,False
esco_402,innovation processes,2.B.2.i,Complex Problem Solving,skill,0.42753928899765015,2,False
esco_402,innovation processes,2.A.2.a,Critical Thinking,skill,0.42476773262023926,3,False
esco_403,maintain records related to vehicle operation,2.B.3.j,Equipment Maintenance,skill,0.4617287814617157,1,True
esco_403,maintain records related to vehicle operation,2.B.3.g,Operations Monitoring,skill,0.3538171052932739,2,False
esco_403,maintain records related to vehicle operation,2.B.3.h,Operation and Control,skill,0.3535403609275818,3,False
esco_404,apply case management,2.B.5.d,Management of Personnel Resources,skill,0.44733497500419617,1,False
esco_404,apply case management,2.B.1.d,Negotiation,skill,0.42436379194259644,2,False
esco_404,apply case management,2.B.2.i,Complex Problem Solving,skill,0.42285916209220886,3,False
esco_405,deal with challenging work conditions,2.B.5.d,Management of Personnel Resources,skill,0.5491348505020142,1,True
esco_405,deal with challenging work conditions,2.B.5.a,Time Management,skill,0.5102376937866211,2,True
esco_405,deal with challenging work conditions,2.C.5.b,Therapy and Counseling,knowledge,0.38406094908714294,3,False
esco_406,analyse legal evidence,2.C.8.b,Law and Government,knowledge,0.5330740213394165,1,True
esco_406,analyse legal evidence,1.A.1.b.4,Deductive Reasoning,ability,0.48310691118240356,2,True
esco_406,analyse legal evidence,1.A.1.b.5,Inductive Reasoning,ability,0.43606454133987427,3,False
esco_407,handle paperwork,2.B.5.d,Management of Personnel Resources,skill,0.5096974968910217,1,True
esco_407,handle paperwork,2.C.1.b,Administrative,knowledge,0.4994276463985443,2,True
esco_407,handle paperwork,2.B.5.a,Time Management,skill,0.46469780802726746,3,True
esco_408,draft procurement technical specifications,2.B.3.a,Operations Analysis,skill,0.4720515012741089,1,True
esco_408,draft procurement technical specifications,2.C.3.c,Design,knowledge,0.45771458745002747,2,True
esco_408,draft procurement technical specifications,2.B.3.b,Technology Design,skill,0.4213804602622986,3,False
esco_409,interpreting technical documentation and diagrams,2.A.1.a,Reading Comprehension,skill,0.5543275475502014,1,True
esco_409,interpreting technical documentation and diagrams,2.C.3.c,Design,knowledge,0.4391835927963257,2,False
esco_409,interpreting technical documentation and diagrams,1.A.1.a.2,Written Comprehension,ability,0.4326055645942688,3,False
esco_410,read maps,1.A.1.a.2,Written Comprehension,ability,0.4048699140548706,1,False
esco_410,read maps,2.A.1.a,Reading Comprehension,skill,0.37940311431884766,2,False
esco_410,read maps,1.A.1.e.1,Speed of Closure,ability,0.35831931233406067,3,False
esco_411,analyse information processes,2.A.1.d,Speaking,skill,0.45850661396980286,1,True
esco_411,analyse information processes,2.B.2.i,Complex Problem Solving,skill,0.4536910653114319,2,True
esco_411,analyse information processes,1.A.1.e.1,Speed of Closure,ability,0.4497143626213074,3,False
esco_412,assessment processes,2.C.6,Education and Training,knowledge,0.4932997226715088,1,True
esco_412,assessment processes,2.A.2.a,Critical Thinking,skill,0.48667386174201965,2,True
esco_412,assessment processes,2.A.2.c,Learning Strategies,skill,0.4603691101074219,3,True
esco_413,execute analytical mathematical calculations,2.A.1.e,Mathematics,skill,0.5978338122367859,1,True
esco_413,execute analytical mathematical calculations,2.C.4.a,Mathematics,knowledge,0.5836194753646851,2,True
esco_413,execute analytical mathematical calculations,1.A.1.c.1,Mathematical Reasoning,ability,0.5334927439689636,3,True
esco_414,use ICT systems,2.C.3.a,Computers and Electronics,knowledge,0.47514694929122925,1,True
esco_414,use ICT systems,2.B.3.e,Programming,skill,0.46727168560028076,2,True
esco_414,use ICT systems,2.B.3.b,Technology Design,skill,0.39642736315727234,3,False
esco_415,micro mobility devices,2.B.3.b,Technology Design,skill,0.3280445337295532,1,False
esco_415,micro mobility devices,2.B.3.j,Equipment Maintenance,skill,0.2514099180698395,2,False
esco_415,micro mobility devices,2.C.9.a,Telecommunications,knowledge,0.23790821433067322,3,False
esco_416,develop hazardous waste management strategies,2.B.5.c,Management of Material Resources,skill,0.5111192464828491,1,True
esco_416,develop hazardous waste management strategies,2.B.5.d,Management of Personnel Resources,skill,0.46350759267807007,2,True
esco_416,develop hazardous waste management strategies,2.C.1.a,Administration and Management,knowledge,0.44130218029022217,3,False
esco_417,negotiating,2.B.1.d,Negotiation,skill,0.7222519516944885,1,True
esco_417,negotiating,2.B.1.c,Persuasion,skill,0.34538018703460693,2,False
esco_417,negotiating,2.A.1.e,Mathematics,skill,0.30183443427085876,3,False
esco_418,interview techniques,2.C.4.f,Sociology and Anthropology,knowledge,0.4181329011917114,1,False
esco_418,interview techniques,2.A.1.d,Speaking,skill,0.41493555903434753,2,False
esco_418,interview techniques,2.B.5.d,Management of Personnel Resources,skill,0.3816768527030945,3,False
esco_419,documenting and recording information,2.A.1.c,Writing,skill,0.41913074254989624,1,False
esco_419,documenting and recording information,1.A.1.a.4,Written Expression,ability,0.41072654724121094,2,False
esco_419,documenting and recording information,2.B.3.e,Programming,skill,0.3807927966117859,3,False
esco_420,present evidence,2.B.1.d,Negotiation,skill,0.46885251998901367,1,True
esco_420,present evidence,2.A.1.d,Speaking,skill,0.4550893008708954,2,True
esco_420,present evidence,2.A.1.c,Writing,skill,0.4018014669418335,3,False
esco_421,establish collaborative relations,2.A.1.d,Speaking,skill,0.4906008243560791,1,True
esco_421,establish collaborative relations,2.B.1.d,Negotiation,skill,0.4679874777793884,2,True
esco_421,establish collaborative relations,2.B.5.d,Management of Personnel Resources,skill,0.41215944290161133,3,False
esco_422,record test data,2.B.3.m,Quality Control Analysis,skill,0.32802873849868774,1,False
esco_422,record test data,2.B.3.g,Operations Monitoring,skill,0.3171483874320984,2,False
esco_422,record test data,2.B.3.k,Troubleshooting,skill,0.29141271114349365,3,False
esco_423,conduct continuing professional development workshops,2.A.1.d,Speaking,skill,0.4420992136001587,1,False
esco_423,conduct continuing professional development workshops,2.C.6,Education and Training,knowledge,0.4415857195854187,2,False
esco_423,conduct continuing professional development workshops,2.B.1.e,Instructing,skill,0.42775124311447144,3,False
esco_424,process incident reports for prevention,2.C.1.f,Personnel and Human Resources,knowledge,0.3790542781352997,1,False
esco_424,process incident reports for prevention,2.C.8.a,Public Safety and Security,knowledge,0.3676700294017792,2,False
esco_424,process incident reports for prevention,2.B.2.i,Complex Problem Solving,skill,0.3654128909111023,3,False
esco_425,legislation procedure,2.C.8.b,Law and Government,knowledge,0.4774276912212372,1,True
esco_425,legislation procedure,2.B.5.b,Management of Financial Resources,skill,0.43194055557250977,2,False
esco_425,legislation procedure,2.C.1.a,Administration and Management,knowledge,0.3874182105064392,3,False
esco_426,troubleshoot,2.B.1.d,Negotiation,skill,0.4488709568977356,1,False
esco_426,troubleshoot,2.A.1.d,Speaking,skill,0.4321766495704651,2,False
esco_426,troubleshoot,2.B.2.i,Complex Problem Solving,skill,0.42608582973480225,3,False
esco_427,journalism,2.C.4.f,Sociology and Anthropology,knowledge,0.447327196598053,1,False
esco_427,journalism,2.C.9.b,Communications and Media,knowledge,0.42174750566482544,2,False
