skill_id,esco_uri,skill_label,skill_alias,parent_1,parent_2,parent_3,parent_4,is_green,is_digital,is_language,is_research,demand_frequency,avg_fit_score
esco_272,http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,analysing and evaluating information and data,,analysing and evaluating information and data,information skills,skills,,False,False,False,False,55,91.27272727272727
esco_273,http://data.europa.eu/esco/skill/1f51e46a-4588-4c1d-b507-3f9ea480dde2,design landscape schemes,,designing structures or facilities,designing systems and products,"communication, collaboration and creativity",skills,False,False,False,False,1,70.0
esco_274,http://data.europa.eu/esco/skill/1f632076-fd9b-4b18-a9a2-b59a59181d3e,urban planning law,urban planning regulation,law,law,"business, administration and law",knowledge,True,False,False,False,4,65.0
esco_275,http://data.europa.eu/esco/skill/1f6eac42-e5aa-4fa7-a75d-a4eea12c618e,disseminate internal communications,circulate internal communications,communicating with colleagues and clients,liaising and networking,"communication, collaboration and creativity",skills,False,False,False,False,1,80.0
esco_276,http://data.europa.eu/esco/skill/1f88f206-d3ad-419f-a1f9-1bcbdb73e740,sexology,knowledge of sexology,psychology,social and behavioural sciences,"social sciences, journalism and information",knowledge,False,False,False,False,1,80.0
esco_277,http://data.europa.eu/esco/skill/1faf62ee-28fd-432b-972b-fab2cbe81773,create original drawings,creating original drawings,developing instructive or promotional materials,"creating artistic, visual or instructive materials","communication, collaboration and creativity",skills,False,False,False,False,1,80.0
esco_278,http://data.europa.eu/esco/skill/1fcce318-3212-487a-ac07-4941bc85060d,carry out project activities,develop project activities,perform project management,keep records of work progress,report facts,communicating,False,False,False,False,5,76.0
esco_279,http://data.europa.eu/esco/skill/1fce1197-3a5b-45b7-8797-575cd3b57a01,show commitment,demonstrate motivation,taking a proactive approach,self-management skills and competences,transversal skills and competences,,False,False,False,False,11,82.72727272727273
esco_280,http://data.europa.eu/esco/skill/1fd57242-267e-46df-bd8c-849fdd593a50,administer prescribed medication,,"providing medical, dental and nursing care",providing health care or medical treatments,assisting and caring,skills,False,False,False,False,1,100.0
esco_281,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,Chinese,competent in Chinese,languages,language skills and knowledge,,,False,False,True,False,1,100.0
esco_282,http://data.europa.eu/esco/skill/1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146,Angular,Angular techniques and principles,software and applications development and analysis,information and communication technologies (icts),information and communication technologies (icts),knowledge,False,True,False,False,11,95.45454545454545
esco_283,http://data.europa.eu/esco/skill/20012caa-b63c-4cb9-b2b8-01a1cfdfc1d1,think quickly,understand quickly,"processing information, ideas and concepts",thinking skills and competences,transversal skills and competences,,False,False,False,False,4,77.5
esco_284,http://data.europa.eu/esco/skill/20136935-e6a1-417b-81df-9b94d4c2c371,reporting incidents and defects,,documenting and recording information,information skills,skills,,False,False,False,False,4,90.0
esco_285,http://data.europa.eu/esco/skill/2035c565-f0df-4efa-99fc-09a42f18c158,handle fuels,conduct fuel handling and storage activities,handling and disposing of hazardous materials,handling and disposing of waste and hazardous materials,handling and moving,skills,False,False,False,False,4,57.5
esco_286,http://data.europa.eu/esco/skill/204713d1-a658-435b-b495-765866715755,construction legal systems,,law,law,"business, administration and law",knowledge,False,False,False,False,3,50.0
esco_287,http://data.europa.eu/esco/skill/204cd81a-b1f0-467c-8c5c-17e723eb62fd,operation of different engines,,"motor vehicles, ships and aircraft",engineering and engineering trades,"engineering, manufacturing and construction",knowledge,False,False,False,False,2,80.0
esco_288,http://data.europa.eu/esco/skill/2058f70f-af29-460d-b319-9048c6db0d18,show impartiality,,mediating and resolving disputes,negotiating,"communication, collaboration and creativity",skills,False,False,False,False,2,100.0
esco_289,http://data.europa.eu/esco/skill/209a5498-3449-4689-8ed9-bd08cab4fd78,engineering principles,engineering studies principles,engineering and engineering trades not further defined,engineering and engineering trades,"engineering, manufacturing and construction",knowledge,False,False,False,False,19,81.05263157894737
esco_290,http://data.europa.eu/esco/skill/20b9852f-a445-4097-8273-4a18fa6bfff0,apply restoration techniques,apply restorative techniques,installing wooden and metal components,building and repairing structures,constructing,skills,False,False,False,False,2,65.0
esco_291,http://data.europa.eu/esco/skill/21056f6a-8a85-4eb0-b709-468578b809e0,assess the feasibility of implementing developments,determine the feasibility of implementing developments,analysing business operations,analysing and evaluating information and data,information skills,skills,False,False,False,False,4,85.0
esco_292,http://data.europa.eu/esco/skill/2111dff8-f830-46ad-80ce-7885893b3134,coordinate events,,planning events and programmes,"organising, planning and scheduling work and activities",management skills,skills,False,False,False,False,6,75.0
esco_293,http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,design computer network,,designing ict systems or applications,designing systems and products,"communication, collaboration and creativity",skills,False,True,False,False,3,100.0
esco_294,http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea,manage budgets,handle operational budgets,carry out calculations,working with numbers and measures,core skills and competences,transversal skills and competences,False,False,False,False,44,90.0
esco_295,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,computer programming,PowerShell,software and applications development and analysis,information and communication technologies (icts),information and communication technologies (icts),knowledge,False,True,False,False,7,100.0
esco_296,http://data.europa.eu/esco/skill/21dfab2e-f954-49ab-8fb6-18cc98cf10bb,geometry,,interpret mathematical information,working with numbers and measures,core skills and competences,transversal skills and competences,False,False,False,False,1,100.0
esco_297,http://data.europa.eu/esco/skill/21fecc8a-392e-49ce-ac26-fb0696ccfead,create project specifications,,developing objectives and strategies,developing objectives and strategies,management skills,skills,False,False,False,False,13,74.61538461538461
esco_298,http://data.europa.eu/esco/skill/22225017-a02e-4171-8775-64c3adc87512,automatic meter reading,,database and network design and administration,information and communication technologies (icts),information and communication technologies (icts),knowledge,False,True,False,False,1,80.0
esco_299,http://data.europa.eu/esco/skill/2242a42b-f810-4007-bd9c-e761f863cfd9,handle case evidence,utilise evidence,presenting information,presenting information,"communication, collaboration and creativity",skills,False,False,False,False,3,86.66666666666667
esco_300,http://data.europa.eu/esco/skill/2267e532-303d-460c-9acf-56a70ea60c0a,city road network,city road transportation network,transport services,transport services,services,knowledge,False,False,False,False,8,71.25
esco_301,http://data.europa.eu/esco/skill/22902bf9-cc3f-495b-811a-c441e28e23f6,manage project information,,maintaining operational records,documenting and recording information,information skills,skills,False,False,False,False,3,80.0
esco_302,http://data.europa.eu/esco/skill/229b10cf-6f3a-490c-9706-01c107df0562,facilitate teamwork between students,,building and developing teams,building and developing teams,management skills,skills,False,False,False,False,2,80.0
esco_303,http://data.europa.eu/esco/skill/22c2af9e-ba0d-4cee-abb6-b6dbef006cd5,motivate employees,,leading and motivating,leading and motivating,management skills,skills,False,False,False,False,1,100.0
esco_304,http://data.europa.eu/esco/skill/233be639-bdb5-4099-ab40-96d537d6c1f3,ensure compliance with safety legislation,ensure compliance with safety regulations,complying with health and safety procedures,protecting and enforcing,assisting and caring,skills,False,False,False,False,2,80.0
esco_305,http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,use presentation software,using presentation software,"using word processing, publishing and presentation software","using digital tools for collaboration, content creation and problem solving",working with computers,skills,False,True,False,False,105,97.71428571428571
esco_306,http://data.europa.eu/esco/skill/234d1c8f-c921-483e-9a6e-4fbfc14946dc,manage government funding,,manage government-funded programmes,"directing, supervising and coordinating projects","organising, planning and scheduling work and activities",management skills,False,False,False,False,1,80.0
esco_307,http://data.europa.eu/esco/skill/237db40b-4600-47c0-837f-4a2c4f3014ab,project management principles,principles of project management,management and administration,business and administration,"business, administration and law",knowledge,False,False,False,False,48,97.91666666666667
esco_308,http://data.europa.eu/esco/skill/2399e65b-cf2b-4f5b-9002-607e790fcf2a,select hazard control,use appropriate hazard control measures,follow safety precautions in work practices,complying with health and safety procedures,protecting and enforcing,assisting and caring,False,False,False,False,2,85.0
esco_309,http://data.europa.eu/esco/skill/23b97a3e-dfde-4627-9d97-114a9f3e4cd0,negotiate in legal cases,,mediating and resolving disputes,negotiating,"communication, collaboration and creativity",skills,False,False,False,False,5,90.0
esco_310,http://data.europa.eu/esco/skill/2450c3b3-e78e-435b-b84d-e05d984e71dc,software architecture models,,computer use,information and communication technologies (icts),information and communication technologies (icts),knowledge,False,True,False,False,4,57.5
esco_311,http://data.europa.eu/esco/skill/2465763d-2bc8-4d76-8705-4755a2a120ce,foodborne diseases,foodborne poisoning,medicine,health,health and welfare,knowledge,False,False,False,False,1,100.0
esco_312,http://data.europa.eu/esco/skill/248894d1-42dc-474f-af6e-2da52ac0c679,define technology strategy,,"developing financial, business or marketing plans",developing objectives and strategies,management skills,skills,False,False,False,False,1,50.0
esco_313,http://data.europa.eu/esco/skill/24ad2ffb-dece-4704-8155-63ea9428d038,advising and consulting,,"communication, collaboration and creativity",skills,,,False,False,False,False,1,90.0
esco_314,http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,software frameworks,,software and applications development and analysis,information and communication technologies (icts),information and communication technologies (icts),knowledge,False,True,False,False,9,76.66666666666667
esco_315,http://data.europa.eu/esco/skill/24e09e11-49f4-4e65-86a9-d8179eb6f4ee,transport blood samples,transport blood specimens,collecting and preparing specimens or materials for testing,transforming and blending materials,handling and moving,skills,False,False,False,False,1,100.0
esco_316,http://data.europa.eu/esco/skill/24f980ba-b44f-4739-b563-205104c3190d,provide basic support to patients,provide basic support for a patient,assisting with personal needs,providing general personal care,assisting and caring,skills,False,False,False,False,1,80.0
esco_317,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,debug software,,programming computer systems,programming computer systems,working with computers,skills,False,True,False,False,11,94.54545454545455
esco_318,http://data.europa.eu/esco/skill/254235cd-d928-49d1-ae51-b7c909404fe1,adapt communication style according to recipient,adapt communication style according to target audience,listening and asking questions,obtaining information verbally,"communication, collaboration and creativity",skills,False,False,False,False,6,91.66666666666667
esco_319,http://data.europa.eu/esco/skill/2562fa92-6ecf-4ba9-831e-0ce94acb8991,disassemble equipment,disassemble of equipment,repairing and installing mechanical equipment,"installing, maintaining and repairing mechanical equipment",working with machinery and specialised equipment,skills,False,False,False,False,2,100.0
esco_320,http://data.europa.eu/esco/skill/25df422a-bf0a-4f76-8631-d0be91cb8751,model based system engineering,,engineering and engineering trades not further defined,engineering and engineering trades,"engineering, manufacturing and construction",knowledge,False,True,False,False,3,70.0
esco_321,http://data.europa.eu/esco/skill/25e16679-a7d0-464d-916c-63210001bbab,act reliably,be reliable,demonstrate trustworthiness,following ethical code of conduct,social and communication skills and competences,transversal skills and competences,False,False,False,False,13,95.38461538461539
esco_322,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,data mining,,database and network design and administration,information and communication technologies (icts),information and communication technologies (icts),knowledge,False,True,False,False,3,93.33333333333333
esco_323,http://data.europa.eu/esco/skill/26355e95-23d3-4038-be63-96f9a6d92577,evaluate benefit plans,assess benefit plans,analysing financial and economic data,analysing and evaluating information and data,information skills,skills,False,False,False,False,1,80.0
esco_324,http://data.europa.eu/esco/skill/2636b3d3-843e-46a9-8b4c-a9d6ca3f5a2d,provide technical documentation,prepare technical documentation,performing general clerical and administrative tasks,performing administrative activities,management skills,skills,False,False,False,False,9,93.33333333333333
esco_325,http://data.europa.eu/esco/skill/263a0c64-ca94-4639-8c0f-465e153cd4fd,nuclear medicine,application of radioactive substances in diagnosis and treatment,medical diagnostic and treatment technology,health,health and welfare,knowledge,False,False,False,False,1,80.0
esco_326,http://data.europa.eu/esco/skill/26532713-d18f-4e5c-8365-1f57e00f8422,manage storage operations,,allocating and controlling physical resources,allocating and controlling resources,management skills,skills,False,False,False,False,1,50.0
esco_327,http://data.europa.eu/esco/skill/267b9417-9d05-4731-a877-bfb978fb50eb,plan engineering activities,planning engineering activities,planning production processes,"organising, planning and scheduling work and activities",management skills,skills,False,False,False,False,10,80.0
esco_328,http://data.europa.eu/esco/skill/2687dc6e-b245-477a-a115-7abeb7134b78,performance diagnosis,improvement of performance levels,psychology,social and behavioural sciences,"social sciences, journalism and information",knowledge,False,False,False,False,2,80.0
esco_329,http://data.europa.eu/esco/skill/269b8734-fa1d-4c6f-a843-523fa3bbae6e,behavioural science,behavioral research,psychology,social and behavioural sciences,"social sciences, journalism and information",knowledge,False,False,False,False,2,65.0
esco_330,http://data.europa.eu/esco/skill/26baf34d-6721-4bac-b7eb-add0bc566a82,attend to detail in preparation for audits,,attend to detail,working efficiently,self-management skills and competences,transversal skills and competences,False,False,False,False,1,80.0
esco_331,http://data.europa.eu/esco/skill/272fddbb-917a-4720-8903-85ce51e1cbe5,imprint visionary aspirations into the business management,imprint visionary goals into the business management,developing objectives and strategies,developing objectives and strategies,management skills,skills,False,False,False,False,4,80.0
esco_332,http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326,Adobe Illustrator,,computer use,information and communication technologies (icts),information and communication technologies (icts),knowledge,False,True,False,False,5,100.0
esco_333,http://data.europa.eu/esco/skill/27c7910a-c3b5-4d8d-a713-a6c334929a42,spatial planning,spatial planning principles,building and civil engineering,architecture and construction,"engineering, manufacturing and construction",knowledge,False,False,False,False,2,65.0
esco_334,http://data.europa.eu/esco/skill/27d54d7c-68cd-4c04-9e05-538b01c6a80b,restorative justice,restorative practices in justice,law,law,"business, administration and law",knowledge,False,False,False,False,1,100.0
esco_335,http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,medical terminology,,medicine,health,health and welfare,knowledge,False,False,False,False,2,100.0
esco_336,http://data.europa.eu/esco/skill/2815f65d-6adb-46a6-8041-5768febf5580,drive in urban areas,drive in metropolitan areas,driving vehicles,driving vehicles,working with machinery and specialised equipment,skills,False,False,False,False,8,98.75
esco_337,http://data.europa.eu/esco/skill/2839f191-cd94-49a9-ac16-46018066b8b2,liaise with local authorities,work with  local authorities,collaborating and liaising,liaising and networking,"communication, collaboration and creativity",skills,False,False,False,False,3,80.0
esco_338,http://data.europa.eu/esco/skill/286e486c-a094-4715-8e5b-a2370b09a408,manage corrective actions,regulate corrective actions,collaborating and liaising,liaising and networking,"communication, collaboration and creativity",skills,False,False,False,False,8,82.5
esco_339,http://data.europa.eu/esco/skill/28722c99-68b7-4b7b-808f-53f343299935,provide mentorship,,lead others,leading others,social and communication skills and competences,transversal skills and competences,False,False,False,False,2,80.0
esco_340,http://data.europa.eu/esco/skill/28b33505-e3db-4f10-9f3e-4eaa6743cb5a,operate diesel propulsion plants,manage diesel propulsion plants,operating energy production or distribution equipment,operating machinery for the extraction and processing of raw materials,working with machinery and specialised equipment,skills,False,False,False,False,1,50.0
esco_341,http://data.europa.eu/esco/skill/28ca2f0b-9fb2-487a-9f10-9688e5191ec4,work within communities,work with local communities,management skills,management skills,management skills,skills,False,False,False,False,8,80.0
esco_342,http://data.europa.eu/esco/skill/28cb374e-6261-4133-8371-f9a5470145da,operate forklift,operate a forklift,operating lifting or moving equipment,operating mobile plant,working with machinery and specialised equipment,skills,False,False,False,False,3,100.0
esco_343,http://data.europa.eu/esco/skill/28f98c7e-b89c-4b4d-ae0a-0c5a6328992e,build community relations,building community relations,advocating for individual or community needs,liaising and networking,"communication, collaboration and creativity",skills,False,False,False,False,8,85.0
esco_344,http://data.europa.eu/esco/skill/294cf13e-4fdf-4cb8-bb6b-31b9da7f4819,logic,logic studies,philosophy and ethics,humanities (except languages),arts and humanities,knowledge,False,False,False,False,1,80.0
esco_345,http://data.europa.eu/esco/skill/297acfd7-3efd-4d35-8204-bb3f217fc4ca,lactation,breast-feeding,nursing and midwifery,health,health and welfare,knowledge,False,False,False,False,2,100.0
esco_346,http://data.europa.eu/esco/skill/29bfe2cd-f011-4f94-a3aa-f77768e60460,analyse energy consumption,,analysing business operations,analysing and evaluating information and data,information skills,skills,True,False,False,False,2,80.0
esco_347,http://data.europa.eu/esco/skill/29c60c96-d71c-4a6e-ad81-fca0a4e48925,habitat restoration,ecological restoration,natural environments and wildlife,environment,"natural sciences, mathematics and statistics",knowledge,True,False,False,False,1,100.0
esco_348,http://data.europa.eu/esco/skill/29cd7e7b-215c-483a-b67a-6bdad0647de9,develop procurement strategy,,developing operational policies and procedures,developing objectives and strategies,management skills,skills,False,False,False,False,1,80.0
esco_349,http://data.europa.eu/esco/skill/29d3663f-348a-4b67-a8db-b94fd3912385,teach business principles,explain business principles,teaching academic or vocational subjects,teaching and training,"communication, collaboration and creativity",skills,False,False,False,False,1,80.0
esco_350,http://data.europa.eu/esco/skill/29d762da-1711-4a3c-b424-f0a404f4bf2d,join metals,welding,"joining parts using soldering, welding or brazing techniques",building and repairing structures,constructing,skills,False,False,False,False,7,85.71428571428571
esco_351,http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,manage database,,managing information,managing information,information skills,skills,False,True,False,False,17,80.0
esco_352,http://data.europa.eu/esco/skill/2a3a96a3-709e-4d60-81f6-d247d6933f13,manage system security,,protecting ict devices,setting up and protecting computer systems,working with computers,skills,False,True,False,False,5,62.0
esco_353,http://data.europa.eu/esco/skill/2a422611-4172-421b-a5f1-6ec9eb8f9f28,operate marine machinery systems,,operating watercraft,operating watercraft,working with machinery and specialised equipment,skills,False,False,False,False,1,50.0
esco_354,http://data.europa.eu/esco/skill/2a45f2d1-8f1a-4c62-9332-cfd3535d9d35,maintain water treatment equipment,water treatment equipment repairing,perform water treatment procedures,"operating petroleum, chemical or water processing systems or equipment",operating machinery for the extraction and processing of raw materials,working with machinery and specialised equipment,True,False,False,False,2,90.0
esco_355,http://data.europa.eu/esco/skill/2a69d6a0-b90f-4d50-bef8-a05d6704575d,use media software,,using digital tools for processing sound and images,"using digital tools for collaboration, content creation and problem solving",working with computers,skills,False,True,False,False,1,50.0
esco_356,http://data.europa.eu/esco/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,drive vehicles,driving a vehicle,driving vehicles,driving vehicles,working with machinery and specialised equipment,skills,False,False,False,False,15,98.66666666666667
esco_357,http://data.europa.eu/esco/skill/2ada2f9d-77f7-4ba0-9096-89ae285a65c5,monitor financial accounts,analyse financial accounts,monitoring financial and economic resources and activity,"monitoring, inspecting and testing",information skills,skills,False,False,False,False,1,50.0
esco_358,http://data.europa.eu/esco/skill/2aff3316-15b8-4ca1-8ae2-270bd5fd22e1,electrical equipment regulations,national electrical equipment regulations,electricity and energy,engineering and engineering trades,"engineering, manufacturing and construction",knowledge,False,False,False,False,1,80.0
esco_359,http://data.europa.eu/esco/skill/2b14e630-8940-44f2-b52e-824520c2d596,handle external financing,handling external financing,managing budgets or finances,allocating and controlling resources,management skills,skills,False,False,False,False,2,80.0
esco_360,http://data.europa.eu/esco/skill/2b22f3b1-5de4-43f9-b6d1-b20f65871268,history,the study of history,history and archaeology,humanities (except languages),arts and humanities,knowledge,False,False,False,False,1,50.0
esco_361,http://data.europa.eu/esco/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,maintaining a positive attitude,,self-management skills and competences,transversal skills and competences,,,False,False,False,False,10,84.0
esco_362,http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6,operate open source software,,programming computer systems,programming computer systems,working with computers,skills,False,True,False,True,2,80.0
esco_363,http://data.europa.eu/esco/skill/2b3ac8b9-a5bd-4ec1-bb9a-f499fb3aa8d3,social mediation,,social work and counselling,welfare,health and welfare,knowledge,False,False,False,False,1,50.0
esco_364,http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17,use software design patterns,,designing ict systems or applications,designing systems and products,"communication, collaboration and creativity",skills,False,True,False,False,1,90.0
esco_365,http://data.europa.eu/esco/skill/2b834a98-14ff-47e1-8aef-cf8ffae912fa,collect mapping data,collecting mapping data,gathering information from physical or electronic sources,processing information,information skills,skills,False,True,False,False,2,80.0
esco_366,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,perform data analysis,performing data analysis,"managing, gathering and storing digital data",accessing and analysing digital data,working with computers,skills,False,True,False,False,51,95.29411764705883
esco_367,http://data.europa.eu/esco/skill/2bbdea06-a265-42b5-bb4f-7241b661f069,electromechanics,,electronics and automation,engineering and engineering trades,"engineering, manufacturing and construction",knowledge,False,False,False,False,2,80.0
esco_368,http://data.europa.eu/esco/skill/2be699a7-416a-4f32-967c-4edc65027b71,government policy implementation,state policy direction,political sciences and civics,social and behavioural sciences,"social sciences, journalism and information",knowledge,False,False,False,False,3,80.0
esco_369,http://data.europa.eu/esco/skill/2bf28253-cf4a-4654-903f-170f3a350e03,execute safety assurance exercises,,follow safety precautions in work practices,complying with health and safety procedures,protecting and enforcing,assisting and caring,False,False,False,False,1,50.0
esco_370,http://data.europa.eu/esco/skill/2c02fb07-de47-46d3-8a99-b916137951ef,visit suppliers,visiting suppliers,analysing business operations,analysing and evaluating information and data,information skills,skills,False,False,False,False,1,50.0
esco_371,http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3,design process,process design,designing systems and products,designing systems and products,"communication, collaboration and creativity",skills,False,True,False,False,8,61.25
esco_372,http://data.europa.eu/esco/skill/2c474763-2cdd-48d6-8e65-c0a60ad5cf9f,summarise stories,summarising stories,artistic and creative writing,writing and composing,"communication, collaboration and creativity",skills,False,False,False,False,1,50.0
esco_373,http://data.europa.eu/esco/skill/2c5cbddf-3393-452f-abb0-8e734d1b61be,plan future capacity requirements,determine future capacity requirements,"developing financial, business or marketing plans",developing objectives and strategies,management skills,skills,False,False,False,False,5,56.0
esco_374,http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,carry out training in environmental matters,oversee training in environmental matters,engage others in environment friendly behaviours,applying environmental skills and competences,life skills and competences,transversal skills and competences,True,False,False,False,1,90.0
esco_375,http://data.europa.eu/esco/skill/2cb9cefd-5333-4893-ba47-9b38d13f7ec6,provide test results to medical staff,provide test outcomes to medical staff,presenting research or technical information,presenting information,"communication, collaboration and creativity",skills,False,False,False,False,1,80.0
esco_376,http://data.europa.eu/esco/skill/2cbb31ac-2403-4c31-90f3-7473623a56fc,investigate occupational injuries,investigate an occupational injury,carrying out forensic and police investigations,"conducting studies, investigations and examinations",information skills,skills,False,False,False,False,2,90.0
esco_377,http://data.europa.eu/esco/skill/2cc30e4e-2139-411a-9fa9-f0d616b64c57,monitor sociological trends,,apply knowledge of social sciences and humanities,applying general knowledge,life skills and competences,transversal skills and competences,False,False,False,False,2,80.0
esco_378,http://data.europa.eu/esco/skill/2d02d98c-20c4-4b46-bf44-e5f85a3f03ed,building and developing teams,,management skills,skills,,,False,False,False,False,1,80.0
esco_379,http://data.europa.eu/esco/skill/2d140a3a-45a6-4248-80dd-b3760ebc9cc6,operations management,,management and administration,business and administration,"business, administration and law",knowledge,False,False,False,False,18,70.0
esco_380,http://data.europa.eu/esco/skill/2d154e1c-3860-4cce-8967-b354f030a8f8,take blood samples,collect blood samples,collecting and preparing specimens or materials for testing,transforming and blending materials,handling and moving,skills,False,False,False,False,2,100.0
esco_381,http://data.europa.eu/esco/skill/2d6d4784-0992-48e7-b100-22d7229b3f0a,translate requirements into visual design,,creating artistic designs or performances,"creating artistic, visual or instructive materials","communication, collaboration and creativity",skills,False,True,False,False,1,80.0
esco_382,http://data.europa.eu/esco/skill/2d9aaad3-a3c8-4c5b-bf67-46984d860873,adhere to OHSAS 18001,,complying with health and safety procedures,protecting and enforcing,assisting and caring,skills,False,False,False,False,1,50.0
esco_383,http://data.europa.eu/esco/skill/2da73273-67ce-4a5d-b890-491491bac073,implement short term objectives,utilise short term objectives,develop strategy to solve problems,developing objectives and strategies,developing objectives and strategies,management skills,False,False,False,False,2,90.0
esco_384,http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,establish data processes,,"managing, gathering and storing digital data",accessing and analysing digital data,working with computers,skills,False,True,False,False,3,70.0
esco_385,http://data.europa.eu/esco/skill/2db2667c-bbaf-4e30-8640-c9a647bd2512,perform water analysis,,testing and analysing substances,"monitoring, inspecting and testing",information skills,skills,False,False,False,False,1,50.0
esco_386,http://data.europa.eu/esco/skill/2db2d9a8-298d-4d1a-a194-d3282e70d6cb,evaluate project plans,evaluate proposal plans,analysing business operations,analysing and evaluating information and data,information skills,skills,False,False,False,False,11,71.81818181818181
esco_387,http://data.europa.eu/esco/skill/2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,ICT network security risks,,database and network design and administration,information and communication technologies (icts),information and communication technologies (icts),knowledge,False,True,False,False,1,80.0
esco_388,http://data.europa.eu/esco/skill/2de4572a-4724-4f76-afc2-72a568a264ac,speak different languages,communicate in multiple languages,using foreign languages,using more than one language,"communication, collaboration and creativity",skills,False,False,False,True,17,100.0
esco_389,http://data.europa.eu/esco/skill/2dfa5bd5-c87c-461c-bce9-69b2c58732bd,cartography,the study of maps,architecture and town planning,architecture and construction,"engineering, manufacturing and construction",knowledge,False,False,False,False,8,82.5
esco_390,http://data.europa.eu/esco/skill/2e046d83-a38a-453c-a26d-64114ed2e036,organise press conferences,organize press conferences,planning events and programmes,"organising, planning and scheduling work and activities",management skills,skills,False,False,False,False,1,100.0
esco_391,http://data.europa.eu/esco/skill/2e2e0231-b8d7-4819-be7b-8e453bf5f0f7,obstetric ultrasonography,diagnostic application of ultrasound,medical diagnostic and treatment technology,health,health and welfare,knowledge,False,False,False,False,1,100.0
esco_392,http://data.europa.eu/esco/skill/2e55bf22-45f2-43f6-8aa0-28894263313d,electric motors,kinds of electric motor,"motor vehicles, ships and aircraft",engineering and engineering trades,"engineering, manufacturing and construction",knowledge,True,False,False,False,1,80.0
esco_393,http://data.europa.eu/esco/skill/2ea702ba-2f9c-4ab9-a1ef-65bb6b7c4c14,work in crises areas,,mediating and resolving disputes,negotiating,"communication, collaboration and creativity",skills,False,False,False,False,1,80.0
esco_394,http://data.europa.eu/esco/skill/2eb30deb-18d0-4e9d-9c53-30069ac9a108,youth work principles,,"inter-disciplinary programmes and qualifications involving social sciences, journalism and information","inter-disciplinary programmes and qualifications involving social sciences, journalism and information","social sciences, journalism and information",knowledge,False,False,False,False,1,80.0
esco_395,http://data.europa.eu/esco/skill/2ed78f04-8282-40ab-89a6-9392fde00826,orthopaedics,,medicine,health,health and welfare,knowledge,False,False,False,False,1,100.0
esco_396,http://data.europa.eu/esco/skill/2f04bb71-d476-43b3-a60b-5df1d05f5681,Octopus Deploy,,software and applications development and analysis,information and communication technologies (icts),information and communication technologies (icts),knowledge,False,True,False,False,2,100.0
esco_397,http://data.europa.eu/esco/skill/2f1a7c08-e148-45e8-a258-44174a7becc5,hear legal arguments,,"advising on legal, regulatory or procedural matters",advising and consulting,"communication, collaboration and creativity",skills,False,False,False,False,1,80.0
esco_398,http://data.europa.eu/esco/skill/2f31126e-b6c9-4a20-8747-3b1eeb0ba426,advise on family planning,,providing medical advice,advising and consulting,"communication, collaboration and creativity",skills,False,False,False,False,1,80.0
esco_399,http://data.europa.eu/esco/skill/2f55c7ff-7f64-4f67-ae49-8ab7c75c3864,brief court officials,advise court officials,report facts,communicating,social and communication skills and competences,transversal skills and competences,False,False,False,False,1,50.0
esco_400,http://data.europa.eu/esco/skill/2f573172-298a-4345-bddb-a619df747709,transportation sector policies,transportation sector guidelines,transport services,transport services,services,knowledge,False,False,False,False,15,80.0
esco_401,http://data.europa.eu/esco/skill/2f661409-3e56-46ab-95d7-6ec7786fc1c0,writing and composing,,"communication, collaboration and creativity",skills,,,False,False,False,False,116,85.43103448275862
esco_402,http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,innovation processes,,think innovatively,thinking creatively and innovatively,thinking skills and competences,transversal skills and competences,False,False,False,False,5,80.0
